video,track_id,frame_count,move_distance
C021_A20_SY15_P01_S12_01NAS,546,22,66.2866188114667
C021_A20_SY15_P01_S12_01NBS,547,600,766.8767970923221
C021_A20_SY15_P01_S12_01NBS,548,3,2.1058875254146407
C021_A20_SY15_P01_S12_01NBS,551,48,29.580869759106495
C021_A20_SY15_P01_S12_01NBS,552,21,11.36302405389096
C021_A20_SY15_P01_S12_01NBS,553,42,12.468298406510133
C021_A20_SY15_P01_S12_01NBS,554,34,21.385257063556807
C021_A20_SY15_P01_S12_01NBS,556,26,5.647936087056044
C021_A20_SY15_P01_S12_01NBS,557,48,13.082499156031462
C021_A20_SY15_P01_S12_01NBS,558,241,81.86322962280893
C021_A20_SY15_P01_S12_01NBS,559,2,0.16990476378551775
C021_A20_SY15_P01_S12_01NBS,562,48,13.081574858754804
C021_A20_SY15_P01_S12_01NBS,563,5,0.8738373868460698
C021_A20_SY15_P01_S12_01NBS,564,28,7.764318752869515
C021_A20_SY15_P01_S12_02NAS,558,600,1049.8349996679092
C021_A20_SY15_P01_S12_02NAS,566,59,599.1042407839092
C021_A20_SY15_P01_S12_02NAS,568,49,816.8515964668142
C021_A20_SY15_P01_S12_02NAS,570,123,1177.3932103596705
C021_A20_SY15_P01_S12_02NAS,571,55,235.7609583636216
C021_A20_SY15_P01_S12_02NBS,573,599,797.2139643257833
C021_A20_SY15_P01_S12_02NBS,574,450,141.19727915883186
C021_A20_SY15_P01_S12_02NBS,577,57,27.507918413749636
C021_A20_SY15_P01_S12_02NBS,581,26,14.85713865537983
C021_A20_SY15_P01_S12_02NBS,582,80,35.005313704218864
C021_A20_SY15_P01_S12_02NBS,583,73,28.35580912459744
C021_A20_SY15_P01_S12_02NBS,584,8,0.9638422842858249
C021_A20_SY15_P01_S12_02NBS,585,14,3.4076908245710436
C021_A20_SY15_P01_S13_01NAS,573,600,1025.9912927960822
C021_A20_SY15_P01_S13_01NAS,586,33,108.32877380610061
C021_A20_SY15_P01_S13_01NBS,588,600,999.3260388949988
C021_A20_SY15_P01_S13_01NBS,589,15,36.200276277089266
C021_A20_SY15_P01_S13_01NBS,590,18,61.16714981133976
C021_A20_SY15_P01_S13_01NBS,592,90,110.74620514645741
C021_A20_SY15_P01_S13_01NBS,594,22,3.397360083714925
C021_A20_SY15_P01_S13_01NBS,596,11,23.223843705266738
C021_A20_SY15_P01_S13_02NBS,597,599,884.9663963212704
C021_A20_SY15_P01_S13_02NBS,600,23,80.15148597260227
C021_A20_SY15_P01_S13_02NBS,602,50,70.28289264531341
C021_A20_SY15_P01_S13_02NBS,603,18,89.90697337099188
